Credit_Card_Exceed_Months,Employment_Type,Loan_Amount,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision,Score
2,Self_Employed,Medium,12.0,no,normal,3,15.0,4.0,4.0,1.0,1,flat,10.0,Penang,3.0,Low,Medium,High,Accept,9
2,Self_Employed,Low,21.0,yes,gold,3,15.0,4.0,4.0,1.0,2,flat,10.0,Penang,2.0,High,High,Low,Reject,9
2,Self_Employed,Medium,22.0,no,gold,3,16.0,4.0,4.0,1.0,3,flat,10.0,Penang,3.0,High,Low,Low,Reject,9
2,Self_Employed,High,23.0,yes,normal,3,16.0,4.0,4.0,1.0,2,flat,10.0,Penang,2.0,Medium,High,High,Accept,9
2,Self_Employed,Low,10.0,no,normal,3,16.0,4.0,4.0,1.0,2,flat,10.0,Penang,3.0,High,Low,Medium,Accept,9
2,Self_Employed,Medium,20.0,yes,normal,3,16.0,4.0,2.0,1.0,1,condominium,10.0,Penang,2.0,Medium,Medium,High,Accept,6
2,Self_Employed,Medium,10.0,no,normal,3,16.0,4.0,4.0,1.0,2,flat,10.0,Penang,3.0,Medium,High,Medium,Accept,6
2,Self_Employed,Low,13.0,yes,normal,3,16.0,4.0,2.0,1.0,3,flat,10.0,Penang,1.0,Low,Low,High,Accept,8
2,Self_Employed,Medium,21.0,no,normal,3,16.0,4.0,4.0,1.0,2,flat,10.0,Penang,2.0,Low,High,Medium,Reject,8
2,Self_Employed,Medium,13.0,yes,normal,3,15.0,4.0,4.0,1.0,1,flat,10.0,Penang,1.0,Low,High,Medium,Accept,7
2,Self_Employed,Medium,24.0,no,gold,3,15.0,4.0,2.0,1.0,1,condominium,10.0,Penang,3.0,Medium,Medium,High,Accept,8
2,Self_Employed,Medium,17.0,yes,normal,3,16.0,4.0,2.0,1.0,2,flat,10.0,Penang,3.0,Low,Low,Low,Accept,8
2,Self_Employed,Medium,17.0,no,normal,3,15.0,4.0,4.0,1.0,1,flat,10.0,Penang,2.0,Medium,High,Medium,Accept,7
2,Self_Employed,Low,16.0,yes,normal,3,16.0,4.0,2.0,1.0,2,flat,10.0,Penang,3.0,Low,Low,Medium,Accept,8
2,Self_Employed,Medium,19.0,no,normal,3,15.0,4.0,4.0,1.0,1,flat,10.0,Penang,3.0,High,High,Low,Accept,9
2,Self_Employed,Low,23.0,yes,gold,3,15.0,4.0,2.0,1.0,1,flat,10.0,Penang,3.0,Medium,Medium,Medium,Reject,8
2,Self_Employed,Medium,10.0,no,normal,3,16.0,4.0,4.0,1.0,3,flat,10.0,Penang,2.0,High,High,High,Accept,6
2,Self_Employed,Medium,13.0,yes,normal,4,15.0,4.0,2.0,1.0,1,flat,10.0,Penang,3.0,High,Medium,High,Accept,6
2,Self_Employed,Medium,15.0,no,normal,4,16.0,4.0,4.0,1.0,3,flat,10.0,Penang,3.0,High,Medium,Medium,Accept,7
2,Self_Employed,High,17.0,yes,normal,4,16.0,4.0,4.0,1.0,3,flat,10.0,Penang,3.0,Medium,High,Medium,Accept,7
2,Self_Employed,Low,16.0,no,normal,4,16.0,4.0,2.0,1.0,3,flat,10.0,Penang,1.0,Low,Low,Medium,Reject,9
2,Self_Employed,Medium,22.0,yes,gold,4,15.0,4.0,2.0,1.0,2,flat,10.0,Penang,3.0,High,Medium,High,Accept,9
2,Self_Employed,Medium,15.0,no,normal,4,16.0,4.0,2.0,1.0,3,flat,10.0,Penang,3.0,High,High,Low,Accept,8
2,Self_Employed,High,22.0,yes,gold,4,15.0,4.0,2.0,1.0,1,flat,10.0,Penang,1.0,High,Low,Medium,Reject,7
2,Self_Employed,Low,15.0,no,normal,4,16.0,4.0,4.0,1.0,2,flat,10.0,Penang,3.0,Low,High,Medium,Accept,6
2,Self_Employed,Medium,22.0,yes,normal,4,16.0,4.0,4.0,1.0,3,condominium,10.0,Penang,3.0,Medium,High,Medium,Accept,8
2,Self_Employed,Medium,22.0,no,gold,4,16.0,4.0,4.0,1.0,2,flat,10.0,Penang,1.0,Medium,Medium,High,Accept,6
2,Self_Employed,Low,19.0,yes,normal,4,15.0,4.0,2.0,1.0,3,bungalow,10.0,Penang,3.0,High,High,High,Reject,9
2,Self_Employed,Medium,14.0,no,normal,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,3.0,High,Low,Low,Accept,7
2,Self_Employed,Medium,13.0,yes,normal,4,15.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,1.0,High,Medium,Low,Accept,6
2,Self_Employed,High,11.0,no,normal,4,16.0,4.0,2.0,1.0,3,condominium,10.0,Penang,1.0,Medium,Low,Medium,Accept,9
2,Self_Employed,Medium,12.0,yes,normal,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,3.0,Medium,Medium,Medium,Reject,7
2,Self_Employed,Low,13.0,no,gold,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,2.0,Low,Low,Medium,Accept,7
2,Self_Employed,High,11.0,yes,normal,4,16.0,4.0,2.0,1.0,2,bungalow,10.0,Penang,3.0,Medium,Low,High,Accept,8
2,Self_Employed,Low,13.0,no,normal,4,16.0,4.0,4.0,1.0,2,condominium,10.0,Penang,1.0,Medium,High,High,Accept,7
2,Self_Employed,Medium,24.0,yes,gold,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,1.0,Medium,High,Medium,Accept,9
2,Self_Employed,Low,21.0,no,normal,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,2.0,Low,Medium,Medium,Reject,8
2,Self_Employed,High,16.0,yes,normal,4,15.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,3.0,Medium,Low,High,Reject,8
2,Self_Employed,Low,16.0,no,normal,4,15.0,4.0,2.0,1.0,3,bungalow,10.0,Penang,1.0,Medium,Medium,High,Accept,6
2,Self_Employed,Medium,15.0,yes,normal,4,16.0,4.0,2.0,1.0,1,bungalow,10.0,Penang,3.0,Low,High,Medium,Accept,8
2,Self_Employed,Low,19.0,no,normal,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,2.0,High,Low,Low,Reject,8
2,Self_Employed,Low,22.0,yes,platinum,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,2.0,Medium,High,High,Accept,7
2,Self_Employed,Low,15.0,no,normal,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,3.0,Medium,Medium,Medium,Accept,8
2,Self_Employed,High,16.0,yes,normal,4,15.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,3.0,Low,Medium,Medium,Accept,7
2,Self_Employed,Medium,21.0,no,normal,4,15.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,3.0,Low,High,Medium,Accept,9
2,Self_Employed,Medium,22.0,yes,normal,4,15.0,4.0,2.0,1.0,3,condominium,10.0,Penang,2.0,Medium,High,Medium,Accept,8
2,Self_Employed,Low,18.0,no,platinum,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,1.0,Medium,High,Medium,Accept,6
2,Self_Employed,Medium,14.0,yes,normal,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,3.0,High,Medium,High,Accept,9
2,Self_Employed,High,22.0,no,normal,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,2.0,Medium,Low,Medium,Accept,9
2,Self_Employed,Medium,21.0,yes,normal,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,1.0,Medium,Low,Medium,Accept,7
2,Self_Employed,Medium,21.0,no,normal,4,16.0,4.0,2.0,1.0,3,bungalow,10.0,Penang,3.0,High,Low,Medium,Accept,7
2,Self_Employed,Medium,17.0,yes,gold,4,16.0,4.0,2.0,1.0,1,bungalow,10.0,Penang,3.0,Medium,Medium,Medium,Accept,9
2,Self_Employed,Low,23.0,no,normal,4,15.0,4.0,2.0,1.0,1,bungalow,10.0,Penang,1.0,Medium,Medium,High,Accept,9
2,Self_Employed,Low,12.0,yes,normal,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,1.0,Medium,Medium,Low,Reject,7
2,Self_Employed,Low,20.0,no,normal,4,16.0,4.0,2.0,1.0,1,bungalow,10.0,Penang,3.0,High,Low,Low,Accept,7
2,Self_Employed,Medium,24.0,yes,gold,4,16.0,4.0,2.0,1.0,2,bungalow,10.0,Penang,2.0,High,Low,Low,Reject,7
2,Self_Employed,Medium,18.0,no,normal,4,16.0,4.0,2.0,1.0,1,bungalow,10.0,Penang,3.0,Medium,Medium,Medium,Accept,7
2,Self_Employed,Medium,13.0,yes,normal,4,16.0,4.0,2.0,1.0,3,bungalow,10.0,Penang,3.0,High,High,High,Accept,8
2,Self_Employed,High,15.0,no,normal,4,15.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,3.0,Medium,Medium,Medium,Accept,6
2,Self_Employed,Low,22.0,yes,gold,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,2.0,Low,High,Low,Accept,6
2,Self_Employed,High,15.0,no,gold,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,2.0,Medium,Medium,Low,Reject,9
2,Self_Employed,Medium,19.0,yes,normal,4,16.0,4.0,2.0,1.0,2,condominium,10.0,Penang,2.0,High,High,Low,Accept,8
2,Self_Employed,Medium,24.0,no,normal,4,16.0,4.0,2.0,1.0,1,condominium,10.0,Penang,1.0,Medium,Medium,Medium,Accept,6
2,Self_Employed,Medium,10.0,yes,normal,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,2.0,Medium,Medium,Medium,Accept,7
2,Self_Employed,Low,20.0,no,gold,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,2.0,Low,Low,Medium,Reject,6
2,Self_Employed,Medium,22.0,yes,normal,4,16.0,4.0,2.0,1.0,2,bungalow,10.0,Penang,3.0,Medium,Low,Medium,Accept,6
2,Self_Employed,High,12.0,no,platinum,4,15.0,4.0,2.0,1.0,1,condominium,10.0,Penang,2.0,High,Medium,Low,Accept,7
7,government,Medium,22.0,yes,normal,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,2.0,Low,Medium,High,Accept,9
7,government,Medium,19.0,no,normal,4,16.0,4.0,2.0,1.0,1,bungalow,10.0,Penang,1.0,Medium,Medium,Medium,Accept,7
7,government,Medium,22.0,yes,platinum,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,3.0,High,Low,High,Accept,6
7,government,Medium,22.0,no,gold,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,1.0,Medium,Medium,Medium,Accept,9
7,government,High,10.0,yes,normal,4,15.0,4.0,2.0,1.0,1,bungalow,10.0,Penang,1.0,Medium,Low,Medium,Reject,8
7,government,Medium,24.0,no,normal,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,3.0,Medium,Medium,Medium,Accept,9
7,government,Medium,10.0,yes,normal,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,3.0,High,Low,Medium,Accept,6
7,government,Medium,22.0,no,normal,4,16.0,4.0,2.0,1.0,2,bungalow,10.0,Penang,3.0,Medium,Medium,Medium,Accept,8
7,government,Medium,19.0,yes,normal,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,2.0,Medium,Medium,Low,Accept,8
7,government,Medium,24.0,no,normal,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,3.0,Low,Medium,High,Accept,9
7,government,Low,22.0,yes,normal,4,15.0,4.0,2.0,1.0,1,bungalow,10.0,Penang,3.0,Low,Medium,High,Accept,8
7,government,Medium,16.0,no,normal,4,15.0,4.0,2.0,1.0,3,bungalow,10.0,Penang,2.0,Medium,High,Low,Accept,9
7,government,Low,22.0,yes,normal,4,15.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,2.0,Medium,Medium,High,Accept,6
7,government,Medium,22.0,no,gold,4,15.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,3.0,Medium,High,Medium,Accept,8
7,government,Low,23.0,yes,platinum,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,2.0,Medium,Low,Medium,Accept,6
7,government,High,11.0,no,normal,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,1.0,Low,High,Medium,Accept,8
7,government,Medium,13.0,yes,normal,4,16.0,4.0,2.0,1.0,3,bungalow,10.0,Penang,1.0,Medium,Medium,Medium,Accept,8
7,government,Medium,23.0,no,normal,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,1.0,High,Low,Medium,Accept,8
7,government,Medium,23.0,yes,normal,4,15.0,4.0,2.0,1.0,2,bungalow,10.0,Penang,2.0,Medium,Medium,High,Accept,8
7,government,Low,22.0,no,gold,4,16.0,4.0,2.0,1.0,1,bungalow,10.0,Penang,3.0,High,Low,High,Reject,7
7,government,High,22.0,yes,normal,4,16.0,4.0,2.0,1.0,1,bungalow,10.0,Penang,1.0,Medium,High,Medium,Reject,9
7,government,Medium,18.0,no,normal,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,2.0,High,Medium,Low,Accept,8
7,government,Medium,23.0,yes,normal,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,1.0,High,High,Low,Accept,6
7,government,Medium,22.0,no,gold,4,16.0,4.0,2.0,1.0,3,bungalow,10.0,Penang,1.0,High,Medium,Medium,Accept,7
7,government,Low,16.0,yes,platinum,4,16.0,4.0,2.0,1.0,1,bungalow,10.0,Penang,1.0,High,Low,Medium,Accept,8
7,government,Low,11.0,no,gold,4,16.0,4.0,2.0,1.0,2,bungalow,10.0,Penang,3.0,Low,High,High,Accept,8
7,government,High,10.0,yes,normal,4,15.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,1.0,Medium,Medium,Medium,Accept,6
7,government,Low,22.0,no,platinum,4,16.0,4.0,2.0,1.0,3,bungalow,10.0,Penang,3.0,Medium,Medium,High,Accept,6
7,government,Medium,16.0,yes,gold,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,2.0,Low,Medium,Medium,Reject,9
7,government,Medium,11.0,no,normal,4,16.0,4.0,2.0,1.0,2,bungalow,10.0,Penang,3.0,Low,Low,High,Accept,8
7,government,Low,22.0,yes,normal,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,3.0,Medium,Low,Medium,Reject,8
7,government,Medium,22.0,no,normal,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,3.0,Medium,High,Medium,Accept,6
7,government,Low,22.0,yes,normal,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,3.0,Medium,Low,Low,Accept,6
7,government,Low,22.0,no,gold,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,2.0,High,High,Low,Reject,9
7,government,Medium,20.0,yes,normal,4,16.0,4.0,2.0,1.0,1,bungalow,10.0,Penang,3.0,Medium,High,Medium,Accept,6
7,government,Low,23.0,no,normal,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,3.0,High,Low,Medium,Reject,8
7,government,Medium,11.0,yes,gold,4,15.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,1.0,Medium,High,High,Accept,9
7,government,Low,13.0,no,platinum,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,2.0,High,Medium,Low,Accept,8
7,government,Medium,18.0,yes,normal,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,1.0,Medium,Medium,Low,Accept,6
7,government,Medium,15.0,no,normal,4,15.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,1.0,Low,Low,Medium,Reject,6
7,government,High,20.0,yes,normal,4,16.0,4.0,2.0,1.0,3,bungalow,10.0,Penang,2.0,Low,Medium,Medium,Accept,8
7,government,Medium,15.0,no,normal,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,1.0,Low,Low,Medium,Accept,6
7,government,Low,22.0,yes,platinum,4,16.0,4.0,2.0,1.0,2,bungalow,10.0,Penang,1.0,Medium,Medium,High,Accept,8
7,government,Low,16.0,no,normal,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,3.0,Low,High,High,Accept,9
7,government,Medium,18.0,yes,gold,4,16.0,4.0,2.0,1.0,3,bungalow,10.0,Penang,3.0,Medium,High,Medium,Accept,8
7,government,Medium,21.0,no,normal,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,3.0,Medium,Medium,Low,Accept,8
7,government,Low,19.0,yes,normal,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,3.0,Low,Medium,Low,Accept,8
7,government,Low,13.0,no,platinum,4,15.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,3.0,Medium,Low,Medium,Accept,6
7,government,Medium,15.0,yes,normal,4,16.0,4.0,2.0,1.0,1,bungalow,10.0,Penang,2.0,Medium,Medium,Medium,Accept,8
7,government,High,18.0,no,gold,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,2.0,Medium,High,Low,Accept,8
7,government,Medium,24.0,yes,normal,4,16.0,4.0,2.0,1.0,3,bungalow,10.0,Penang,3.0,Low,Low,High,Accept,6
7,government,Low,16.0,no,normal,4,16.0,4.0,2.0,1.0,1,bungalow,10.0,Penang,3.0,Medium,Low,Low,Accept,8
7,government,Low,19.0,yes,gold,4,15.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,3.0,High,Medium,High,Accept,6
7,government,Medium,11.0,no,platinum,4,16.0,4.0,2.0,1.0,3,condominium,10.0,Penang,2.0,Medium,Low,Medium,Accept,9
7,government,High,22.0,yes,gold,4,15.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,3.0,Medium,Medium,Medium,Accept,9
7,government,Low,18.0,no,normal,4,16.0,4.0,2.0,1.0,3,bungalow,10.0,Penang,3.0,Medium,Medium,Medium,Reject,7
7,government,Medium,10.0,yes,normal,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,3.0,High,Low,Medium,Reject,7
7,government,Low,23.0,no,normal,4,15.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,2.0,Medium,Medium,Medium,Reject,9
7,government,High,13.0,yes,gold,4,16.0,4.0,2.0,1.0,2,bungalow,10.0,Penang,3.0,Low,Medium,High,Accept,9
7,government,Low,18.0,no,gold,4,15.0,4.0,2.0,1.0,2,bungalow,10.0,Penang,2.0,Medium,High,Low,Accept,9
7,government,High,22.0,yes,normal,4,15.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,3.0,High,Low,Medium,Accept,9
7,government,High,12.0,no,normal,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,3.0,High,Low,High,Accept,8
7,government,High,11.0,yes,platinum,4,15.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,3.0,Medium,Low,Medium,Accept,7
7,government,High,17.0,no,normal,4,16.0,4.0,2.0,1.0,3,condominium,10.0,Penang,1.0,High,High,Low,Reject,6
7,government,Low,22.0,yes,platinum,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,2.0,Medium,High,Low,Accept,7
7,government,Medium,18.0,no,normal,4,16.0,4.0,2.0,1.0,2,bungalow,10.0,Penang,3.0,Medium,Medium,Medium,Accept,9
7,government,High,17.0,yes,normal,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,3.0,Low,Low,High,Accept,6
7,government,Medium,22.0,no,normal,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,3.0,Low,Medium,Medium,Accept,8
7,government,Medium,20.0,yes,normal,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,3.0,High,High,Low,Accept,7
7,government,Medium,17.0,no,gold,4,15.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,2.0,Low,Low,High,Accept,6
7,government,Medium,13.0,yes,normal,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,3.0,Low,Medium,Medium,Accept,6
7,government,High,16.0,no,normal,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,3.0,Medium,High,Medium,Accept,7
7,government,Medium,13.0,yes,normal,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,3.0,Low,Medium,Low,Accept,7
7,government,Low,10.0,no,gold,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,2.0,High,High,High,Accept,7
7,government,Low,22.0,yes,normal,4,16.0,4.0,2.0,1.0,2,bungalow,10.0,Penang,2.0,Low,High,High,Accept,7
7,government,Low,13.0,no,normal,4,15.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,2.0,Low,Medium,Medium,Accept,8
7,government,High,21.0,yes,normal,4,15.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,2.0,Medium,Medium,Medium,Accept,7
7,government,Medium,22.0,no,gold,4,16.0,4.0,2.0,1.0,2,bungalow,10.0,Penang,3.0,Medium,Low,Medium,Accept,8
7,government,Medium,11.0,yes,normal,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,3.0,Medium,High,Medium,Accept,9
7,government,Medium,21.0,no,normal,4,15.0,4.0,2.0,1.0,3,bungalow,10.0,Penang,2.0,Low,High,Medium,Accept,9
7,government,High,21.0,yes,normal,4,16.0,4.0,2.0,1.0,3,bungalow,10.0,P.Pinang,1.0,Medium,Low,Low,Accept,8
7,government,High,24.0,no,normal,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,P.Pinang,3.0,Medium,Low,Medium,Accept,8
7,government,Low,12.0,yes,normal,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,P.Pinang,2.0,High,Low,Medium,Accept,9
7,government,High,17.0,no,normal,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,P.Pinang,3.0,High,Medium,Medium,Accept,8
7,government,Medium,22.0,yes,normal,4,16.0,4.0,2.0,1.0,1,bungalow,10.0,P.Pinang,3.0,Low,Low,Low,Accept,8
7,government,Low,21.0,no,platinum,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,P.Pinang,3.0,Low,Medium,Medium,Accept,6
7,government,Medium,14.0,yes,normal,4,15.0,4.0,4.0,1.0,3,bungalow,10.0,P.Pinang,2.0,Medium,High,Medium,Reject,9
7,government,High,22.0,no,platinum,4,16.0,4.0,2.0,1.0,2,bungalow,10.0,P.Pinang,2.0,Medium,Medium,Medium,Accept,8
7,government,Medium,18.0,yes,normal,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,P.Pinang,1.0,Medium,High,Medium,Reject,6
7,government,Medium,16.0,no,normal,4,16.0,4.0,4.0,1.0,2,condominium,10.0,P.Pinang,2.0,Medium,Medium,Medium,Reject,6
7,government,Low,19.0,yes,gold,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,P.Pinang,3.0,Low,High,Low,Accept,6
7,government,Medium,24.0,no,gold,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,P.Pinang,3.0,Medium,Low,Low,Accept,9
7,government,High,22.0,yes,normal,4,16.0,4.0,2.0,1.0,2,bungalow,10.0,P.Pinang,2.0,Low,High,High,Accept,9
7,government,High,13.0,no,platinum,4,16.0,4.0,2.0,1.0,3,condominium,10.0,P.Pinang,3.0,High,Medium,Medium,Accept,7
7,government,High,22.0,yes,normal,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,P.Pinang,3.0,Medium,High,Low,Accept,6
7,government,High,21.0,no,normal,4,16.0,4.0,2.0,1.0,1,bungalow,10.0,P.Pinang,3.0,Medium,Medium,Low,Reject,6
7,government,High,20.0,yes,gold,4,15.0,4.0,4.0,1.0,2,bungalow,10.0,P.Pinang,3.0,Low,Medium,Medium,Accept,9
7,government,Low,23.0,no,normal,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,P.Pinang,2.0,Low,Medium,Medium,Accept,7
7,government,Medium,17.0,yes,normal,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,P.Pinang,3.0,Medium,High,Medium,Accept,6
7,government,Medium,18.0,no,platinum,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,P.Pinang,2.0,Medium,Medium,Low,Accept,7
3,government,Medium,12.0,yes,normal,4,17.0,4.0,2.0,1.0,1,bungalow,10.0,P.Pinang,3.0,Medium,Low,Medium,Accept,9
3,government,Medium,11.0,no,normal,4,17.0,4.0,2.0,1.0,1,bungalow,12.0,P.Pinang,3.0,High,Medium,Low,Reject,7
3,government,Medium,13.0,yes,normal,4,17.0,4.0,2.0,1.0,2,bungalow,12.0,P.Pinang,3.0,Medium,High,Low,Reject,7
3,government,Low,17.0,no,normal,4,17.0,4.0,2.0,1.0,3,bungalow,12.0,P.Pinang,3.0,Medium,Low,Medium,Accept,8
3,government,Medium,19.0,yes,normal,4,17.0,4.0,2.0,1.0,1,bungalow,12.0,P.Pinang,3.0,High,Low,Low,Accept,9
3,government,Low,22.0,no,normal,4,17.0,4.0,2.0,1.0,1,bungalow,12.0,P.Pinang,3.0,Medium,Low,Medium,Accept,9
3,government,Medium,11.0,yes,normal,4,17.0,4.0,2.0,1.0,1,bungalow,12.0,P.Pinang,3.0,Medium,High,High,Accept,6
3,government,High,22.0,no,gold,4,17.0,4.0,2.0,1.0,1,bungalow,12.0,P.Pinang,3.0,Low,Medium,Medium,Accept,7
3,government,Medium,22.0,yes,gold,4,17.0,4.0,2.0,1.0,3,bungalow,12.0,P.Pinang,3.0,Medium,Medium,Low,Reject,7
3,government,High,22.0,no,platinum,4,17.0,4.0,2.0,1.0,2,bungalow,12.0,P.Pinang,2.0,Low,Low,Medium,Reject,7
3,government,Medium,16.0,yes,platinum,4,17.0,4.0,2.0,1.0,3,bungalow,12.0,P.Pinang,3.0,Medium,High,Medium,Accept,6
3,government,Medium,22.0,no,normal,4,17.0,4.0,2.0,1.0,2,bungalow,12.0,P.Pinang,1.0,Low,Medium,Medium,Accept,7
3,government,High,22.0,yes,gold,4,17.0,4.0,2.0,1.0,3,bungalow,12.0,P.Pinang,1.0,Low,Medium,Low,Accept,9
3,government,Medium,20.0,no,normal,4,15.0,4.0,2.0,1.0,1,bungalow,12.0,P.Pinang,2.0,Medium,Medium,Medium,Accept,6
3,government,Low,22.0,yes,normal,4,17.0,4.0,2.0,1.0,3,condominium,12.0,P.Pinang,2.0,Low,Medium,Medium,Accept,6
3,government,Medium,18.0,no,normal,4,15.0,4.0,2.0,1.0,2,bungalow,12.0,P.Pinang,3.0,Medium,Low,High,Accept,6
3,government,High,24.0,yes,gold,4,15.0,4.0,2.0,1.0,2,bungalow,12.0,P.Pinang,2.0,Medium,Medium,High,Accept,9
3,government,Medium,14.0,no,normal,4,17.0,4.0,2.0,1.0,1,bungalow,12.0,P.Pinang,3.0,Medium,Medium,Low,Accept,6
3,government,High,21.0,yes,normal,4,17.0,4.0,2.0,1.0,2,bungalow,12.0,P.Pinang,3.0,Low,Medium,Medium,Accept,8
3,government,Medium,22.0,no,gold,4,17.0,4.0,2.0,1.0,3,bungalow,12.0,P.Pinang,3.0,Medium,High,Medium,Reject,6
3,government,High,14.0,yes,normal,4,17.0,4.0,2.0,1.0,1,bungalow,10.0,P.Pinang,1.0,Medium,High,Medium,Reject,8
3,government,Medium,23.0,no,normal,4,17.0,4.0,2.0,1.0,2,bungalow,12.0,P.Pinang,1.0,Medium,High,Medium,Accept,6
3,government,High,22.0,yes,normal,4,17.0,4.0,2.0,1.0,3,bungalow,12.0,P.Pinang,1.0,Medium,Medium,Medium,Accept,7
3,government,Medium,10.0,no,normal,4,15.0,4.0,2.0,1.0,3,bungalow,12.0,P.Pinang,3.0,Low,High,Medium,Accept,7
3,government,Medium,22.0,yes,gold,4,15.0,4.0,2.0,1.0,3,bungalow,10.0,P.Pinang,3.0,Medium,Low,Medium,Accept,7
